id,Brand,Manifacture_Year,Car_Age_2024,Entry_price,Price_2024
3192,Mercedes-Benz_CL_2007,2007,17,287931.84,42194.02
3193,Mercedes-Benz_CL_2008,2008,16,310863.84,42444.28
3194,Mercedes-Benz_CL_2009,2009,15,310652.16,42776.67
3195,Mercedes-Benz_CL_2010,2010,14,315893.2,43094.42
3196,Mercedes-Benz_CL_2011,2011,13,342294.4,43367.75
3197,Mercedes-Benz_CL_2012,2012,12,362502.0,43668.48
3198,Mercedes-Benz_CL_2013,2013,11,370949.6,43995.9
3199,Mercedes-Benz_CL_2014,2014,10,370949.6,44337.44
3200,Mercedes-Benz_E Class_1998,1998,26,97216.0,81391.16
3201,Mercedes-Benz_E Class_1999,1999,25,92120.0,81911.17
3202,Mercedes-Benz_E Class_2000,2000,24,91512.4,82006.65
3203,Mercedes-Benz_E Class_2001,2001,23,91512.4,82043.57
3204,Mercedes-Benz_E Class_2002,2002,22,93531.2,81911.88
3205,Mercedes-Benz_E Class_2003,2003,21,97059.2,81691.28
3206,Mercedes-Benz_E Class_2004,2004,20,102084.64,81418.88
3207,Mercedes-Benz_E Class_2005,2005,19,103339.04,81419.16
3208,Mercedes-Benz_E Class_2006,2006,18,105142.24,81399.65
3209,Mercedes-Benz_E Class_2007,2007,17,106984.64,81392.13
3210,Mercedes-Benz_E Class_2008,2008,16,107984.24,81435.42
3211,Mercedes-Benz_E Class_2009,2009,15,102508.0,81767.63
3212,Mercedes-Benz_E Class_2010,2010,14,107388.4,81640.96
3213,Mercedes-Benz_E Class_2011,2011,13,109348.4,81659.87
3214,Mercedes-Benz_E Class_2012,2012,12,112700.0,81648.66
3215,Mercedes-Benz_E Class_2013,2013,11,113582.0,81727.71
3216,Mercedes-Benz_E Class_2014,2014,10,113582.0,81833.63
3217,Mercedes-Benz_E Class_2015,2015,9,128164.4,81646.59
3218,Mercedes-Benz_E Class_2016,2016,8,134789.2,81685.37
3219,Mercedes-Benz_E Class_2017,2017,7,135945.6,81821.94
3220,Mercedes-Benz_E Class_2018,2018,6,140375.2,81929.67
3221,Mercedes-Benz_G Class_2010,2010,14,309562.4,521162.69
3222,Mercedes-Benz_G Class_2011,2011,13,309562.4,520899.41
3223,Mercedes-Benz_G Class_2012,2012,12,316187.2,520471.37
3224,Mercedes-Benz_G Class_2013,2013,11,316187.2,520221.81
3225,Mercedes-Benz_G Class_2014,2014,10,324125.2,519815.14
3226,Mercedes-Benz_G Class_2015,2015,9,334336.8,519409.27
3227,Mercedes-Benz_G Class_2016,2016,8,334336.8,519194.54
3228,Mercedes-Benz_G Class_2017,2017,7,347782.4,518815.62
3229,Mercedes-Benz_G Class_2018,2018,6,352858.8,518574.0
3230,Mercedes-Benz_GL Class_2006,2006,18,201574.24,48039.08
3231,Mercedes-Benz_GL Class_2007,2007,17,201574.24,48327.56
3232,Mercedes-Benz_GL Class_2008,2008,16,204318.24,48593.8
3233,Mercedes-Benz_GL Class_2009,2009,15,203957.6,48886.38
3234,Mercedes-Benz_GL Class_2010,2010,14,207897.2,49148.92
3235,Mercedes-Benz_GL Class_2011,2011,13,216619.2,49388.02
3236,Mercedes-Benz_GL Class_2012,2012,12,227614.8,49627.84
3237,Mercedes-Benz_GL Class_2013,2013,11,230535.2,49915.39
3238,Mercedes-Benz_GL Class_2014,2014,10,232946.0,50207.51
3239,Mercedes-Benz_GL Class_2015,2015,9,235435.2,50501.41
3240,Mercedes-Benz_GL Class_2016,2016,8,238963.2,50794.31
3241,Mercedes-Benz_GLA Class_2013,2013,11,101116.4,92320.96
3242,Mercedes-Benz_GLA Class_2014,2014,10,101116.4,92353.66
3243,Mercedes-Benz_GLA Class_2015,2015,9,98294.0,92479.22
3244,Mercedes-Benz_GLA Class_2016,2016,8,98294.0,92501.6
3245,Mercedes-Benz_GLA Class_2017,2017,7,96177.2,92580.93
3246,Mercedes-Benz_GLA Class_2018,2018,6,96177.2,92595.18
3247,Mercedes-Benz_GLA Class_2019,2019,5,96177.2,92609.44
3248,Mercedes-Benz_GLA Class_2020,2020,4,100018.8,92565.65
3249,Mercedes-Benz_GLC Class_2015,2015,9,136788.4,154502.81
3250,Mercedes-Benz_GLC Class_2016,2016,8,136788.4,154453.32
3251,Mercedes-Benz_GLC Class_2017,2017,7,141022.0,154311.05
3252,Mercedes-Benz_GLC Class_2018,2018,6,141943.2,154258.14
3253,Mercedes-Benz_GLE Class_2015,2015,9,192256.4,228310.29
3254,Mercedes-Benz_GLE Class_2016,2016,8,192256.4,228238.11
3255,Mercedes-Benz_GLE Class_2017,2017,7,197293.6,228082.96
3256,Mercedes-Benz_GLE Class_2018,2018,6,198881.2,228000.96
3257,Mercedes-Benz_GLE Class_2019,2019,5,212209.2,227803.32
3258,Mercedes-Benz_GLS Class_2015,2015,9,268735.6,239292.29
3259,Mercedes-Benz_GLS Class_2016,2016,8,268735.6,239334.68
3260,Mercedes-Benz_GLS Class_2017,2017,7,271675.6,239350.59
3261,Mercedes-Benz_GLS Class_2018,2018,6,279398.0,239339.42
3262,Mercedes-Benz_GLS Class_2019,2019,5,279398.0,239395.15
3263,Mercedes-Benz_GLS Class_2020,2020,4,410600.4,239021.08
3264,Mercedes-Benz_M Class_1999,1999,25,112092.4,81509.34
3265,Mercedes-Benz_M Class_2000,2000,24,108760.4,81823.6
3266,Mercedes-Benz_M Class_2001,2001,23,108760.4,81912.96
3267,Mercedes-Benz_M Class_2002,2002,22,112151.2,81801.01
3268,Mercedes-Benz_M Class_2003,2003,21,114503.2,81772.92
3269,Mercedes-Benz_M Class_2004,2004,20,119803.04,81623.12
3270,Mercedes-Benz_M Class_2005,2005,19,123527.04,81583.0
3271,Mercedes-Benz_M Class_2006,2006,18,137070.64,81234.62
3272,Mercedes-Benz_M Class_2007,2007,17,137658.64,81369.04
3273,Mercedes-Benz_M Class_2008,2008,16,140402.64,81447.16
3274,Mercedes-Benz_M Class_2009,2009,15,141218.0,81584.42
3275,Mercedes-Benz_M Class_2010,2010,14,150704.4,81537.93
3276,Mercedes-Benz_M Class_2011,2011,13,158387.6,81573.79
3277,Mercedes-Benz_M Class_2012,2012,12,168618.8,81606.66
3278,Mercedes-Benz_M Class_2013,2013,11,168716.8,81802.2
3279,Mercedes-Benz_M Class_2014,2014,10,168716.8,81999.11
3280,Mercedes-Benz_M Class_2015,2015,9,173322.8,82149.36
3281,Mercedes-Benz_M Class_2016,2016,8,187983.6,82232.96
3282,Mercedes-Benz_R Class_2006,2006,18,141774.64,32389.93
3283,Mercedes-Benz_R Class_2007,2007,17,141394.4,32682.78
3284,Mercedes-Benz_R Class_2008,2008,16,141394.4,32970.61
3285,Mercedes-Benz_R Class_2009,2009,15,140500.64,33268.37
3286,Mercedes-Benz_R Class_2010,2010,14,143119.2,33528.68
3287,Mercedes-Benz_R Class_2011,2011,13,154232.4,33721.36
3288,Mercedes-Benz_R Class_2012,2012,12,169030.4,33917.52
3289,Mercedes-Benz_S Class_1998,1998,26,166188.4,199738.91
3290,Mercedes-Benz_S Class_1999,1999,25,166188.4,199664.35
3291,Mercedes-Benz_S Class_2000,2000,24,159132.4,200086.28
3292,Mercedes-Benz_S Class_2001,2001,23,159132.4,199991.03
3293,Mercedes-Benz_S Class_2002,2002,22,162131.2,199697.51
3294,Mercedes-Benz_S Class_2003,2003,21,170108.4,199140.3
3295,Mercedes-Benz_S Class_2004,2004,20,173134.64,198917.14
3296,Mercedes-Benz_S Class_2005,2005,19,173134.64,198861.3
3297,Mercedes-Benz_S Class_2006,2006,18,173134.64,198805.45
3298,Mercedes-Benz_S Class_2007,2007,17,211550.64,197367.07
3299,Mercedes-Benz_S Class_2008,2008,16,211550.64,197392.55
3300,Mercedes-Benz_S Class_2009,2009,15,211550.64,197418.03
3301,Mercedes-Benz_S Class_2010,2010,14,216874.0,197317.56
3302,Mercedes-Benz_S Class_2011,2011,13,224753.2,197189.1
3303,Mercedes-Benz_S Class_2012,2012,12,234357.2,197066.45
3304,Mercedes-Benz_S Class_2013,2013,11,234357.2,197127.6
3305,Mercedes-Benz_S Class_2014,2014,10,244823.6,197047.3
3306,Mercedes-Benz_S Class_2015,2015,9,245803.6,197111.23
3307,Mercedes-Benz_S Class_2016,2016,8,261503.2,197036.28
3308,Mercedes-Benz_S Class_2017,2017,7,265756.4,197098.56
3309,Mercedes-Benz_S Class_2018,2018,6,275242.8,197138.46
3310,Mercedes-Benz_SL Class_1998,1998,26,211472.24,135836.11
3311,Mercedes-Benz_SL Class_1999,1999,25,213228.4,135916.7
3312,Mercedes-Benz_SL Class_2000,2000,24,193628.4,136674.79
3313,Mercedes-Benz_SL Class_2001,2001,23,193628.4,136784.75
3314,Mercedes-Benz_SL Class_2002,2002,22,196627.2,136800.08
3315,Mercedes-Benz_SL Class_2003,2003,21,220147.2,136291.21
3316,Mercedes-Benz_SL Class_2004,2004,20,222742.24,136377.34
3317,Mercedes-Benz_SL Class_2005,2005,19,236893.44,136245.89
3318,Mercedes-Benz_SL Class_2006,2006,18,240676.24,136342.14
3319,Mercedes-Benz_SL Class_2007,2007,17,245713.44,136428.15
3320,Mercedes-Benz_SL Class_2008,2008,16,234043.6,136775.21
3321,Mercedes-Benz_SL Class_2009,2009,15,234043.6,136933.87
3322,Mercedes-Benz_SL Class_2010,2010,14,241472.0,136992.04
3323,Mercedes-Benz_SL Class_2011,2011,13,241472.0,137157.89
3324,Mercedes-Benz_SL Class_2012,2012,12,246646.4,137266.79
3325,Mercedes-Benz_SL Class_2013,2013,11,272910.4,137202.99
3326,Mercedes-Benz_SL Class_2014,2014,10,272910.4,137394.88
3327,Mercedes-Benz_SL Class_2015,2015,9,272910.4,137586.78
3328,Mercedes-Benz_SL Class_2016,2016,8,286826.4,137701.0
3329,Mercedes-Benz_SL Class_2017,2017,7,286826.4,137902.6
3330,Mercedes-Benz_SL Class_2018,2018,6,298312.0,138060.22
3331,Mercedes-Benz_SL Class_2019,2019,5,302036.0,138257.87
3332,Mercedes-Benz_SL Class_2020,2020,4,302036.0,138469.06
3333,Mercedes-Benz_SL Class_2021,2021,3,308229.6,138669.35
3334,Mercedes-Benz_SLC_2015,2015,9,118756.4,106834.41
3335,Mercedes-Benz_SLC_2016,2016,8,118756.4,106872.63
3336,Mercedes-Benz_SLC_2017,2017,7,120108.8,106882.96
3337,Mercedes-Benz_SLC_2018,2018,6,121069.2,106908.51
3338,Mercedes-Benz_SLC_2019,2019,5,127435.28,106866.81
3339,Mercedes-Benz_SLC_2020,2020,4,127435.28,106929.12
3340,Mercedes-Benz_SLC_2021,2021,3,143217.2,106882.44
3341,Mercedes-Benz_SLK_1998,1998,26,123068.4,21518.91
3342,Mercedes-Benz_SLK_1999,1999,25,102488.4,22285.91
3343,Mercedes-Benz_SLK_2000,2000,24,95040.4,22776.57
3344,Mercedes-Benz_SLK_2001,2001,23,95040.4,23047.78
3345,Mercedes-Benz_SLK_2002,2002,22,96471.2,23279.58
3346,Mercedes-Benz_SLK_2003,2003,21,97608.0,23523.47
3347,Mercedes-Benz_SLK_2004,2004,20,100203.04,23736.94
3348,Mercedes-Benz_SLK_2005,2005,19,107180.64,23872.67
3349,Mercedes-Benz_SLK_2006,2006,18,109238.64,24121.24
3350,Mercedes-Benz_SLK_2007,2007,17,110924.24,24381.0
3351,Mercedes-Benz_SLK_2008,2008,16,111747.44,24657.31
3352,Mercedes-Benz_SLK_2009,2009,15,112974.4,24929.84
3353,Mercedes-Benz_SLK_2010,2010,14,117992.0,25159.73
3354,Mercedes-Benz_SLK_2011,2011,13,116659.2,25468.88
3355,Mercedes-Benz_SLK_2012,2012,12,116659.2,25762.48
3356,Mercedes-Benz_SLK_2013,2013,11,116757.2,26055.16
3357,Mercedes-Benz_SLK_2014,2014,10,116757.2,26348.84
3358,Mercedes-Benz_SLK_2015,2015,9,129222.8,26557.15
3359,Mercedes-Benz_SLK_2016,2016,8,129222.8,26860.31
3360,Mercedes-Benz_SLK_2017,2017,7,129222.8,27163.47
3361,Mercedes-Benz_V Class_1998,1998,26,86808.4,205341.85
3362,Mercedes-Benz_V Class_1999,1999,25,86808.4,204862.83
3363,Mercedes-Benz_V Class_2000,2000,24,86808.4,204383.81
3364,Mercedes-Benz_V Class_2001,2001,23,86808.4,203904.79
3365,Mercedes-Benz_V Class_2002,2002,22,92904.0,202168.49
3366,Mercedes-Benz_V Class_2003,2003,21,86808.4,202946.75
3367,Mercedes-Benz_V Class_2014,2014,10,163111.2,193602.93
3368,Mercedes-Benz_V Class_2015,2015,9,163111.2,193531.37
3369,Mercedes-Benz_V Class_2016,2016,8,163111.2,193459.81
3370,Mercedes-Benz_V Class_2017,2017,7,167599.6,193301.35
3371,Mercedes-Benz_V Class_2018,2018,6,188395.2,192943.42
3372,Mercedes-Benz_Vaneo_2001,2001,23,56840.0,-420.66
3373,Mercedes-Benz_Vaneo_2002,2002,22,56840.0,-79.82
3374,Mercedes-Benz_Vaneo_2003,2003,21,56840.0,261.02
3375,Mercedes-Benz_Vaneo_2004,2004,20,56887.04,601.01
3376,Mercedes-Benz_Vaneo_2005,2005,19,57161.44,937.23
3377,Mercedes-Benz_Viano_2004,2004,20,88913.44,44408.69
3378,Mercedes-Benz_Viano_2005,2005,19,90481.44,44519.3
3379,Mercedes-Benz_Viano_2006,2006,18,90481.44,44703.29
3380,Mercedes-Benz_Viano_2007,2007,17,91814.24,44835.93
3381,Mercedes-Benz_Viano_2008,2008,16,92715.84,44991.04
3382,Mercedes-Benz_Viano_2009,2009,15,91641.76,45215.72
3383,Mercedes-Benz_Viano_2010,2010,14,97314.0,45234.73
3384,Mercedes-Benz_Viano_2011,2011,13,97314.0,45433.32
3385,Mercedes-Benz_Viano_2012,2012,12,113366.4,45303.26
3386,Mercedes-Benz_Viano_2013,2013,11,113366.4,45529.24
3387,Mercedes-Benz_Viano_2014,2014,10,138101.6,45457.84
3388,Mercedes-Benz_Viano_2015,2015,9,143354.4,45668.61
3389,Mitsubishi_ASX_2010,2010,14,58796.08,58249.54
3390,Mitsubishi_ASX_2011,2011,13,60756.08,58089.87
3391,Mitsubishi_ASX_2012,2012,12,58760.8,58259.0
3392,Mitsubishi_ASX_2013,2013,11,58760.8,58262.1
3393,Mitsubishi_ASX_2014,2014,10,58796.08,58262.87
3394,Mitsubishi_ASX_2015,2015,9,58796.08,58266.2
3395,Mitsubishi_ASX_2016,2016,8,58796.08,58269.53
3396,Mitsubishi_ASX_2017,2017,7,59776.08,58228.26
3397,Mitsubishi_ASX_2018,2018,6,62720.0,58130.3
3398,Mitsubishi_Carisma_1998,1998,26,48000.4,-3986.87
3399,Mitsubishi_Carisma_1999,1999,25,42394.8,-3498.5
3400,Mitsubishi_Carisma_2000,2000,24,42394.8,-3153.82
3401,Mitsubishi_Carisma_2001,2001,23,37749.6,-2675.21
3402,Mitsubishi_Carisma_2002,2002,22,37749.6,-2336.36
3403,Mitsubishi_Carisma_2003,2003,21,37749.6,-1997.51
3404,Mitsubishi_Carisma_2004,2004,20,38478.72,-1678.8
3405,Mitsubishi_Colt_1998,1998,26,38494.4,-152.91
3406,Mitsubishi_Colt_1999,1999,25,30634.8,676.7
3407,Mitsubishi_Colt_2000,2000,24,30634.8,967.13
3408,Mitsubishi_Colt_2001,2001,23,30634.8,1257.57
3409,Mitsubishi_Colt_2002,2002,22,32732.0,1404.83
3410,Mitsubishi_Colt_2003,2003,21,32594.8,1710.17
3411,Mitsubishi_Colt_2004,2004,20,28835.52,2255.61
3412,Mitsubishi_Colt_2005,2005,19,28835.52,2539.71
3413,Mitsubishi_Colt_2006,2006,18,28443.52,2850.57
3414,Mitsubishi_Colt_2007,2007,17,28443.52,3133.18
3415,Mitsubishi_Colt_2008,2008,16,29396.08,3359.07
3416,Mitsubishi_Colt_2009,2009,15,29396.08,3645.22
3417,Mitsubishi_Colt_2010,2010,14,33316.08,3757.02
3418,Mitsubishi_Colt_2011,2011,13,33316.08,4055.62
3419,Mitsubishi_Colt_2012,2012,12,37044.0,4241.45
3420,Mitsubishi_Colt_2013,2013,11,37044.0,4549.45
3421,Mitsubishi_Eclipse Cross_2017,2017,7,81222.4,76237.51
3422,Mitsubishi_Eclipse Cross_2018,2018,6,81222.4,76260.79
3423,Mitsubishi_FTO_2000,2000,24,89434.8,-3375.19
3424,Mitsubishi_FTO_2001,2001,23,89415.2,-3006.99
3425,Mitsubishi_FTO_2002,2002,22,89434.8,-2639.04
3426,Mitsubishi_Galant_1998,1998,26,67718.0,-5727.11
3427,Mitsubishi_Galant_1999,1999,25,63582.4,-5321.05
3428,Mitsubishi_Galant_2000,2000,24,58074.8,-4898.52
3429,Mitsubishi_Galant_2001,2001,23,61994.8,-4570.81
3430,Mitsubishi_Galant_2002,2002,22,61994.8,-4203.35
3431,Mitsubishi_Galant_2003,2003,21,61994.8,-3835.89
3432,Mitsubishi_Galant_2004,2004,20,69815.2,-3523.4
3433,Mitsubishi_Grandis_2005,2005,19,71720.32,1604.26
3434,Mitsubishi_Grandis_2006,2006,18,71720.32,1951.44
3435,Mitsubishi_Grandis_2007,2007,17,71720.32,2298.61
3436,Mitsubishi_Grandis_2008,2008,16,66636.08,2700.51
3437,Mitsubishi_Grandis_2009,2009,15,66369.52,3047.17
3438,Mitsubishi_Grandis_2010,2010,14,78396.08,3286.71
3439,Mitsubishi_Grandis_2011,2011,13,79572.08,3629.83
3440,Mitsubishi_Lancer_1999,1999,25,42394.8,31500.22
3441,Mitsubishi_Lancer_2000,2000,24,42394.8,31582.04
3442,Mitsubishi_Lancer_2001,2001,23,101194.8,27518.54
3443,Mitsubishi_Lancer_2002,2002,22,105114.8,27673.98
3444,Mitsubishi_Lancer_2003,2003,21,93299.92,28273.56
3445,Mitsubishi_Lancer_2004,2004,20,38478.72,32540.68
3446,Mitsubishi_Lancer_2005,2005,19,38478.72,32590.94
3447,Mitsubishi_Lancer_2006,2006,18,38557.12,32628.68
3448,Mitsubishi_Lancer_2007,2007,17,38557.12,32679.63
3449,Mitsubishi_Lancer_2008,2008,16,39196.08,32641.63
3450,Mitsubishi_Lancer_2009,2009,15,39196.08,32698.13
3451,Mitsubishi_Lancer_2010,2010,14,50368.08,31712.84
3452,Mitsubishi_Lancer_2011,2011,13,50368.08,31843.77
3453,Mitsubishi_Lancer_2012,2012,12,57816.08,31571.1
3454,Mitsubishi_Lancer_2013,2013,11,122888.08,30410.85
3455,Mitsubishi_Lancer_2014,2014,10,196000.0,30296.68
3456,Mitsubishi_Mirage_2013,2013,11,35276.08,36026.33
3457,Mitsubishi_Mirage_2014,2014,10,35276.08,36018.9
3458,Mitsubishi_Mirage_2015,2015,9,35276.08,36011.47
3459,Mitsubishi_Mirage_2016,2016,8,35276.08,36004.04
3460,Mitsubishi_Mirage_2017,2017,7,45076.08,35388.73
3461,Mitsubishi_Mirage_2018,2018,6,42630.0,35575.76
3462,Mitsubishi_Outlander_2004,2004,20,65859.92,84879.57
3463,Mitsubishi_Outlander_2005,2005,19,65840.32,84781.19
3464,Mitsubishi_Outlander_2006,2006,18,65840.32,84679.88
3465,Mitsubishi_Outlander_2007,2007,17,65840.32,84578.57
3466,Mitsubishi_Outlander_2008,2008,16,76240.08,83400.6
3467,Mitsubishi_Outlander_2009,2009,15,76632.08,83333.89
3468,Mitsubishi_Outlander_2010,2010,14,80552.08,83013.29
3469,Mitsubishi_Outlander_2011,2011,13,80552.08,83002.08
3470,Mitsubishi_Outlander_2012,2012,12,83958.56,82794.55
3471,Mitsubishi_Outlander_2013,2013,11,83958.56,82799.7
3472,Mitsubishi_Outlander_2014,2014,10,92900.08,82432.5
3473,Mitsubishi_Outlander_2015,2015,9,93292.08,82461.66
3474,Mitsubishi_Outlander_2016,2016,8,93292.08,82505.51
3475,Mitsubishi_Outlander_2017,2017,7,93292.08,82549.36
3476,Mitsubishi_Outlander_2018,2018,6,98000.0,82492.86
3477,Mitsubishi_Shogun Pinin_2000,2000,24,48274.8,752.51
3478,Mitsubishi_Shogun Pinin_2001,2001,23,48274.8,1075.46
3479,Mitsubishi_Shogun Pinin_2002,2002,22,48274.8,1398.41
3480,Mitsubishi_Shogun Pinin_2003,2003,21,50230.88,1664.9
3481,Mitsubishi_Shogun Pinin_2004,2004,20,50179.92,1991.89
3482,Mitsubishi_Shogun Pinin_2005,2005,19,50160.32,2317.95
3483,Mitsubishi_Shogun Pinin_2006,2006,18,50160.32,2643.5
3484,Mitsubishi_Shogun Sport_1998,1998,26,79144.8,59607.44
3485,Mitsubishi_Shogun Sport_1999,1999,25,73754.8,60252.73
3486,Mitsubishi_Shogun Sport_2000,2000,24,73754.8,60316.07
3487,Mitsubishi_Shogun Sport_2001,2001,23,73754.8,60379.42
3488,Mitsubishi_Shogun Sport_2002,2002,22,73735.2,60444.69
3489,Mitsubishi_Shogun Sport_2003,2003,21,73731.28,60508.31
3490,Mitsubishi_Shogun Sport_2004,2004,20,65840.32,61359.59
3491,Mitsubishi_Shogun Sport_2005,2005,19,65820.72,61385.51
3492,Mitsubishi_Shogun Sport_2006,2006,18,65820.72,61409.24
3493,Mitsubishi_Shogun Sport_2007,2007,17,77600.32,60482.62
3494,Mitsubishi_Shogun Sport_2008,2008,16,81500.72,60323.07
3495,Mitsubishi_Shogun Sport_2017,2017,7,139748.0,60306.54
3496,Mitsubishi_Shogun Sport_2018,2018,6,139748.0,60525.09
3497,Mitsubishi_Shogun_1998,1998,26,79360.4,76633.95
3498,Mitsubishi_Shogun_1999,1999,25,72908.08,77486.77
3499,Mitsubishi_Shogun_2000,2000,24,72908.08,77465.07
3500,Mitsubishi_Shogun_2001,2001,23,85514.8,76040.64
3501,Mitsubishi_Shogun_2002,2002,22,85495.2,76081.7
3502,Mitsubishi_Shogun_2003,2003,21,85491.28,76121.25
3503,Mitsubishi_Shogun_2004,2004,20,86224.32,76100.45
3504,Mitsubishi_Shogun_2005,2005,19,83460.72,76362.72
3505,Mitsubishi_Shogun_2006,2006,18,83460.72,76393.33
3506,Mitsubishi_Shogun_2007,2007,17,83460.72,76423.94
3507,Mitsubishi_Shogun_2008,2008,16,83460.72,76454.54
3508,Mitsubishi_Shogun_2009,2009,15,88784.08,76160.12
3509,Mitsubishi_Shogun_2010,2010,14,96036.08,75853.24
3510,Mitsubishi_Shogun_2011,2011,13,111716.08,75358.11
3511,Mitsubishi_Shogun_2012,2012,12,116616.08,75343.99
3512,Mitsubishi_Shogun_2013,2013,11,102700.08,75862.86
3513,Mitsubishi_Shogun_2014,2014,10,102700.08,75961.16
3514,Mitsubishi_Shogun_2015,2015,9,102700.08,76059.47
3515,Mitsubishi_Shogun_2016,2016,8,102700.08,76157.78
3516,Mitsubishi_Shogun_2017,2017,7,116165.28,76017.79
3517,Mitsubishi_Shogun_2018,2018,6,121088.8,76086.8
3518,Mitsubishi_Space Star_1999,1999,25,43198.4,-4551.76
3519,Mitsubishi_Space Star_2000,2000,24,38474.8,-4084.2
3520,Mitsubishi_Space Star_2001,2001,23,38474.8,-3735.79
3521,Mitsubishi_Space Star_2002,2002,22,38612.0,-3390.78
3522,Mitsubishi_Space Star_2003,2003,21,34688.08,-2939.04
3523,Mitsubishi_Space Star_2004,2004,20,34637.12,-2593.96
3524,Mitsubishi_Space Star_2005,2005,19,34637.12,-2250.37
3525,Mitsubishi_Space Star_2006,2006,18,42390.88,-2066.18
3526,Mitsubishi_Space Wagon_1998,1998,26,64656.48,-4297.24
3527,Mitsubishi_Space Wagon_1999,1999,25,52210.48,-3752.13
3528,Mitsubishi_Space Wagon_2000,2000,24,65914.8,-3589.13
3529,Mitsubishi_Space Wagon_2001,2001,23,65914.8,-3227.41
3530,Mitsubishi_Space Wagon_2002,2002,22,61994.8,-2823.57
3531,Mitsubishi_Space Wagon_2003,2003,21,61990.88,-2463.72
3532,Mitsubishi_Space Wagon_2004,2004,20,61939.92,-2103.39
3533,Mitsubishi_i_2007,2007,17,35276.08,7289.62
3534,Mitsubishi_i_2008,2008,16,35276.08,7551.2
3535,Mitsubishi_i_2009,2009,15,37040.08,7719.61
3536,Mitsubishi_i_2010,2010,14,37040.08,7987.4
3537,Mitsubishi_i_2011,2011,13,123440.8,7125.0
3538,Mitsubishi_i_2012,2012,12,123440.8,7479.73
3539,Mitsubishi_i_2013,2013,11,123440.8,7834.46
3540,Nissan_350 Z_2003,2003,21,93354.8,21840.31
3541,Nissan_350 Z_2004,2004,20,93303.84,22117.53
3542,Nissan_350 Z_2005,2005,19,95263.84,22348.04
3543,Nissan_350 Z_2006,2006,18,99164.24,22545.81
3544,Nissan_350 Z_2007,2007,17,102488.4,22768.34
3545,Nissan_350 Z_2008,2008,16,103664.4,23035.45
3546,Nissan_350 Z_2009,2009,15,102860.8,23335.19
3547,Nissan_350 Z_2010,2010,14,102860.8,23621.88
3548,Nissan_370 Z_2009,2009,15,103644.8,74237.12
3549,Nissan_370 Z_2010,2010,14,105898.8,74256.92
3550,Nissan_370 Z_2011,2011,13,107956.8,74298.73
3551,Nissan_370 Z_2012,2012,12,114091.6,74237.8
3552,Nissan_370 Z_2013,2013,11,102312.0,74699.22
3553,Nissan_370 Z_2014,2014,10,102312.0,74800.73
3554,Nissan_370 Z_2015,2015,9,103958.4,74860.85
3555,Nissan_370 Z_2016,2016,8,104585.6,74953.25
3556,Nissan_370 Z_2017,2017,7,107525.6,75006.69
3557,Nissan_370 Z_2018,2018,6,107525.6,75122.3
3558,Nissan_370 Z_2019,2019,5,108505.6,75225.42
3559,Nissan_370 Z_2020,2020,4,108995.6,75338.59
3560,Nissan_370 Z_2021,2021,3,108995.6,75457.92
3561,Nissan_Almera Tino_2000,2000,24,54958.4,-4966.58
3562,Nissan_Almera Tino_2001,2001,23,49862.4,-4538.05
3563,Nissan_Almera Tino_2002,2002,22,49862.4,-4175.86
3564,Nissan_Almera Tino_2003,2003,21,49862.4,-3813.67
3565,Nissan_Almera Tino_2004,2004,20,42363.44,-3345.94
3566,Nissan_Almera Tino_2005,2005,19,42363.44,-2989.03
3567,Nissan_Almera Tino_2006,2006,18,42363.44,-2632.12
3568,Nissan_Almera_1998,1998,26,38494.4,-4768.62
3569,Nissan_Almera_1999,1999,25,38474.8,-4419.73
3570,Nissan_Almera_2000,2000,24,36436.4,-4012.76
3571,Nissan_Almera_2001,2001,23,37122.4,-3686.5
3572,Nissan_Almera_2002,2002,22,37122.4,-3339.78
3573,Nissan_Almera_2003,2003,21,38592.4,-3029.28
3574,Nissan_Almera_2004,2004,20,38541.44,-2679.69
3575,Nissan_Almera_2005,2005,19,34621.44,-2237.48
3576,Nissan_Almera_2006,2006,18,34621.44,-1894.03
3577,Nissan_Cube_2010,2010,14,54056.8,13939.74
3578,Nissan_Cube_2011,2011,13,54056.8,14203.84
3579,Nissan_GT-R_2009,2009,15,213404.8,237513.63
3580,Nissan_GT-R_2010,2010,14,213404.8,237470.54
3581,Nissan_GT-R_2011,2011,13,231044.8,236995.59
3582,Nissan_GT-R_2012,2012,12,277908.4,236172.49
3583,Nissan_GT-R_2013,2013,11,287708.4,236105.19
3584,Nissan_GT-R_2014,2014,10,301350.0,236028.37
3585,Nissan_GT-R_2015,2015,9,301350.0,236112.25
3586,Nissan_GT-R_2016,2016,8,301350.0,236196.13
3587,Nissan_GT-R_2017,2017,7,301350.0,236280.01
3588,Nissan_GT-R_2018,2018,6,315442.4,236281.3
3589,Nissan_Juke_2010,2010,14,49450.8,42082.27
3590,Nissan_Juke_2011,2011,13,49450.8,42134.84
3591,Nissan_Juke_2012,2012,12,50254.4,42122.29
3592,Nissan_Juke_2013,2013,11,50234.8,42181.73
3593,Nissan_Juke_2014,2014,10,51018.8,42188.25
3594,Nissan_Juke_2015,2015,9,51018.8,42251.26
3595,Nissan_Juke_2016,2016,8,53880.4,42174.49
3596,Nissan_Juke_2017,2017,7,56193.2,42165.22
